0000.00	
0001.00	22,33,38,45,73,74,75,77,79,80,130,173,174,213,219,230,235,267,275,388,438,496,526
0002.00	22,33,38,45,73,74,75,77,79,173,213,219,230,235,388,438,496,526
0003.00	22,33,38,45,73,74,75,77,79,80,173,213,219,230,235,388,438,496,526,572,805
0003.01	22,33,38,45,73,74,75,77,79,80,173,213,230,235,388,438,496,526,572
0004.00	10,44,45,52,68,108,163,187,225,231,246,407,517
0005.00	10,45,52,108,163,225,517
0006.00	10,45,52,108,163,225,517
0006.01	5,10,25,45,52,108,163,173,211,213,225,231,251,299,496,517,526,595,693,784
0006.02	5,10,25,45,52,108,163,173,211,213,225,231,251,299,496,517,526,595,693,784
0007.00	5,25,33,39,44,54,55,110,130,173,175,213,229,231,243,250,252,258,281,291,323,330,362,392,401,453,496,504,526,791
0008.00	5,25,33,39,44,55,110,130,173,213,229,231,250,258,291,330,362,401,496,504,526
0009.00	5,25,33,39,44,55,110,130,173,213,229,231,250,258,291,330,362,401,496,504,526,805
0009.01	5,25,33,39,44,55,110,130,173,213,229,231,250,258,291,330,362,401,496,504,526
0010.00	33,81,527
0011.00	106,527
0012.00	16,18,33,48,77,78,79,81,93,106,173,213,219,476,483,496,527
0013.00	40,81,527,806
0014.00	106,527,806
0015.00	31,41,42,99,103,116,173,213,228,283,371,372,440,496,527,565,675,693,806
0015.01	31,41,42,99,103,116,173,213,228,283,371,372,440,496,527,565,675,693
0016.00	16,17,18,28,33,98,119,173,211,213,239,297,355,496,526
0017.00	16,17,18,28,33,98,119,173,211,213,239,297,355,496,526
0018.00	16,17,18,28,33,98,119,173,211,213,239,297,355,496,526
0018.01	16,17,18,28,33,98,119,173,211,213,239,297,355,496,526
0019.00	33,38,39,44,98,103,116,173,213,228,231,251,279,283,372,389,496,514,526
0019.01	33,38,39,44,98,103,116,173,213,228,231,251,279,283,372,389,496,514
0020.00	33,38,39,44,98,103,116,158,173,213,228,231,251,279,283,372,389,496,514,526,675
0020.01	33,38,39,44,98,103,116,158,173,213,228,231,251,279,283,372,389,482,496,514,675
0021.00	31,43,45,64,65,116,119,161,173,211,213,228,355,372,496,526
0022.00	6,31,43,45,64,65,116,119,161,173,211,213,228,355,365,372,496,526,675
0023.00	35,40,43,44,51,103,137,254,255,256,305,380,389,415,489,562
0024.00	35,40,43,44,51,103,137,254,255,256,380,489,562
0025.00	39,45,84,98,104,186,209,231,364,435,589,609
0025.01	39,45,84,98,104,186,209,231,364,435,589,609
0025.02	39,45,84,98,104,186,209,231,364,435,589,609
