000.00	
001.00	803
002.00	803
003.00	805,803
004.00	
005.00	
006.00	815,814,799
007.00	812
008.00	812
009.00	805,812
010.00	
011.00	
012.00	814
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
025.00	804
026.00	804
027.00	815,798
028.00	815,798
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
035.00	814,800,802
036.00	814,800,802
037.00	807
038.00	807,815
039.00	798,802
040.00	797,798,802
000.00	
000.00	
043.00	803
044.00	803
045.00	803,810
000.00	
000.00	
000.00	
000.00	
050.00	815
051.00	815
052.00	808
053.00	806,808
054.00	
055.00	812
000.00	
000.00	
058.00	
059.00	815
060.00	
061.00	
062.00	811
063.00	
064.00	797
065.00	797
066.00	811
067.00	811
068.00	811
000.00	
000.00	
000.00	
072.00	
073.00	810
000.00	
000.00	
000.00	
077.00	
078.00	815
079.00	797
080.00	797
081.00	804
082.00	804
083.00	814
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
090.00	
091.00	798
092.00	810,806,809
093.00	810,806,809
094.00	810,806,809
095.00	815,800
000.00	
000.00	
098.00	
099.00	
000.00	
000.00	
102.00	803
103.00	805,803,797
104.00	815
105.00	815
106.00	811
107.00	811
108.00	805,798
109.00	810
110.00	810
111.00	815
112.00	815,800
113.00	
114.00	803
115.00	805
116.00	812,799
117.00	812,799
118.00	812,799
119.00	812,799
120.00	812
121.00	812,797,800
122.00	797
123.00	814
000.00	
000.00	
000.00	
127.00	
128.00	808
129.00	
130.00	799,808
131.00	
132.00	
133.00	
134.00	812
135.00	804
136.00	807,815
137.00	
000.00	
000.00	
000.00	
000.00	
000.00	
143.00	805,798
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
150.00	797
151.00	805,807,812,804,803,813,811,810,815,814,797,806,800,809,799,808,798,802
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
163.00	814
164.00	814
000.00	
000.00	
000.00	
000.00	
000.00	
170.00	804
171.00	804
172.00	
173.00	
174.00	
175.00	
176.00	814
177.00	814,797
178.00	814,797
000.00	
000.00	
000.00	
182.00	803
183.00	798,802
184.00	798,802
185.00	800
186.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
194.00	
195.00	
196.00	797
197.00	808
000.00	
199.00	797
000.00	
000.00	
202.00	
000.00	
000.00	
000.00	
206.00	805,814,806,799
000.00	
208.00	815,800,798
000.00	
000.00	
211.00	799,798
212.00	814
213.00	806,800,798
214.00	811
215.00	813,808
000.00	
000.00	
000.00	
000.00	
220.00	
221.00	
222.00	800
223.00	
224.00	806
225.00	813,814
226.00	814
227.00	814
000.00	
000.00	
230.00	812,799
000.00	
000.00	
233.00	
000.00	
000.00	
236.00	
237.00	813,811
000.00	
000.00	
000.00	
241.00	798
242.00	
000.00	
000.00	
000.00	
246.00	
247.00	
248.00	808
000.00	
000.00	
251.00	803,814,797
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
263.00	
264.00	
000.00	
000.00	
000.00	
000.00	
000.00	
270.00	803
271.00	803
272.00	803
273.00	803
274.00	803,808
275.00	803,808
000.00	
000.00	
278.00	814
279.00	814
280.00	797
281.00	813,797
282.00	813,797,802
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
290.00	806
