151.00	272,102,0,0
151.00	269,68,0,0
151.00	95,171,0,0
151.00	95,138,0,0
151.00	95,264,0,0
151.00	156,173,0,0
151.00	156,214,0,0
151.00	240,87,0,0
151.00	240,127,0,0
151.00	240,57,0,0
151.00	241,76,0,0
151.00	241,126,0,0
151.00	241,53,0,0
151.00	111,205,0,0
151.00	0,0,0,0
151.00	192,223,0,0
151.00	192,59,0,0
151.00	192,231,0,0
151.00	192,126,0,0
151.00	192,87,0,0
151.00	118,237,0,0
151.00	38,153,120,0
151.00	0,0,0,0
151.00	101,69,0,0
151.00	185,351,0,0
151.00	185,332,0,0
151.00	185,129,0,0
151.00	0,0,0,0
151.00	0,0,0,0
151.00	339,0,0,0
151.00	14,0,0,0
151.00	347,0,0,0
151.00	0,0,0,0
151.00	143,76,91,19
151.00	95,86,92,0
151.00	0,0,0,0
151.00	115,113,0,0
151.00	164,135,0,0
151.00	252,118,0,0
