000.00	
001.00	14,34,38,102,164,173,203,189,207,214,111,210
002.00	14,34,38,102,164,173,203,189,207,214,111,210
003.00	14,34,38,102,164,173,203,189,207,214,111,210
004.00	5,14,25,34,38,68,69,102,157,164,223,173,203,189,207,214,129,111,7,210
005.00	5,14,25,34,38,68,69,102,157,164,223,173,203,189,207,214,129,111,7,210
006.00	5,14,25,34,38,68,69,102,157,164,223,173,203,189,207,214,129,111,7,210
007.00	5,25,34,38,68,69,102,164,223,205,173,196,203,189,8,207,214,111
008.00	5,25,34,38,68,69,102,164,223,205,173,196,203,189,8,207,214,111
009.00	5,25,34,38,68,69,102,164,223,205,173,196,203,189,8,207,214,111
010.00	
011.00	
012.00	38,102,138,164,173,203,207,214,129
013.00	
014.00	
015.00	14,38,102,164,173,203,207,214,129,210
016.00	38,102,164,173,203,189,207,214,129
017.00	38,102,164,173,203,189,207,214,129
018.00	38,102,164,173,203,189,207,214,129
019.00	34,38,68,102,86,164,173,196,203,189,207,214,129,111
020.00	34,38,68,102,86,164,173,196,203,189,207,214,129,111
021.00	38,102,164,173,203,189,207,214,129
022.00	38,102,164,173,203,189,207,214,129
023.00	34,38,102,157,164,173,203,207,214
024.00	34,38,102,157,164,173,203,207,214
025.00	5,25,34,38,68,69,102,86,164,223,205,173,203,189,207,214,129,111,9
026.00	5,25,34,38,68,69,102,86,164,223,205,173,203,189,207,214,129,111,9
027.00	14,34,38,68,69,102,157,164,223,205,173,203,189,207,214,129,111,210
028.00	14,34,38,68,69,102,157,164,223,205,173,203,189,207,214,129,111,210
029.00	34,38,68,102,164,173,203,189,207,214,111
030.00	34,38,68,102,164,173,203,189,207,214,111
031.00	5,25,34,38,68,69,102,157,164,223,173,196,203,189,8,207,214,111,9,7,210
032.00	34,38,68,102,164,173,203,189,207,214,111
033.00	34,38,68,102,164,173,203,189,207,214,111
034.00	5,25,34,38,68,69,102,157,164,223,173,196,203,189,8,207,214,111,9,7,210
035.00	5,25,34,38,68,69,102,118,135,138,86,164,223,205,244,173,203,189,8,207,214,111,9,7
036.00	5,25,34,38,68,69,102,118,135,138,86,164,223,205,244,173,203,189,8,207,214,111,9,7
037.00	34,38,102,164,173,203,207,214,129
038.00	34,38,102,164,173,203,207,214,129
039.00	5,25,34,38,68,69,102,138,86,164,223,205,244,173,203,189,8,207,214,111,9,7
040.00	5,25,34,38,68,69,102,138,86,164,223,205,244,173,203,189,8,207,214,111,9,7
041.00	38,102,164,173,203,207,214,129
042.00	38,102,164,173,203,207,214,129
043.00	14,38,102,164,173,203,207,214
044.00	14,38,102,164,173,203,207,214
045.00	14,34,38,102,164,173,203,207,214
046.00	14,34,38,68,102,164,173,203,207,214,210
047.00	14,34,38,68,102,164,173,203,207,214,210
048.00	38,102,164,173,203,207,214,129
049.00	38,102,164,173,203,207,214,129
050.00	34,38,102,157,164,173,203,189,207,214
051.00	34,38,102,157,164,173,203,189,207,214
052.00	34,38,102,138,164,244,173,196,203,189,207,214,129,111
053.00	34,38,102,138,164,244,173,196,203,189,207,214,129,111
054.00	5,25,34,38,68,69,102,164,223,244,173,196,203,189,8,207,214,129
055.00	5,25,34,38,68,69,102,164,223,244,173,196,203,189,8,207,214,129,210
056.00	5,25,34,38,68,69,102,118,157,164,223,244,173,203,189,8,207,214,129,111,9,7
057.00	5,25,34,38,68,69,102,118,157,164,223,244,173,203,189,8,207,214,129,111,9,7
058.00	34,38,102,164,173,203,207,214,129
059.00	34,38,102,164,173,203,207,214,129
060.00	34,38,102,164,173,196,203,207,214,111
061.00	5,25,34,38,68,69,102,118,164,173,196,203,189,8,207,214,111
062.00	5,25,34,38,68,69,102,118,164,223,173,196,203,189,8,207,214,111
