000.00	
001.00	520
002.00	520
003.00	520,338
004.00	519
005.00	519
006.00	519,307
007.00	518
008.00	518
009.00	518,308
010.00	
011.00	
012.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
025.00	
026.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
035.00	
036.00	
037.00	
038.00	
000.00	
000.00	
000.00	
000.00	
043.00	
044.00	
045.00	
000.00	
000.00	
000.00	
000.00	
050.00	
051.00	
052.00	
053.00	
000.00	
000.00	
000.00	
000.00	
058.00	
059.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
066.00	
067.00	
068.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
077.00	
078.00	
000.00	
000.00	
000.00	
000.00	
083.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
090.00	
091.00	
092.00	
093.00	
094.00	
095.00	
000.00	
000.00	
098.00	
099.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
106.00	
107.00	
000.00	
109.00	
110.00	
111.00	
112.00	
000.00	
000.00	
000.00	
000.00	
000.00	
118.00	
119.00	
000.00	
000.00	
122.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
129.00	
130.00	
131.00	
132.00	
133.00	
134.00	
135.00	
136.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
143.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
150.00	
151.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
163.00	
164.00	
000.00	
000.00	
000.00	
000.00	
000.00	
170.00	
171.00	
172.00	
173.00	
000.00	
175.00	
176.00	
177.00	
178.00	
000.00	
000.00	
000.00	
182.00	
000.00	
000.00	
185.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
194.00	
195.00	
196.00	
197.00	
000.00	
000.00	
000.00	
000.00	
202.00	
000.00	
000.00	
000.00	
000.00	
000.00	
208.00	796
000.00	
000.00	
211.00	
000.00	
213.00	
000.00	
215.00	
000.00	
000.00	
000.00	
000.00	
220.00	
221.00	
222.00	
223.00	
224.00	
225.00	
226.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
236.00	
237.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
000.00	
246.00	
247.00	
248.00	
000.00	
000.00	
251.00	
000.00	
000.00	
000.00	
