000.00	
001.00	402,20,173,282,235,202,388
002.00	402,20,173,282,235,202,388
003.00	402,335,20,173,282,235,202,388,200,707
004.00	9,7,406,231,173,257,264
005.00	9,7,406,231,173,257,264
006.00	9,7,406,231,173,257,366,264,200,432
007.00	8,334,196,401,428,406,231,173,264,352
008.00	8,334,196,401,428,406,231,173,264,352
009.00	324,8,334,196,401,428,406,231,173,264,352,200,710
010.00	450,527,173
011.00	450,334,527
012.00	450,324,527,173,366,202,285,432
013.00	450,527
014.00	450,334,527
015.00	450,529,527,173,282,366,202,283,432,675,673
016.00	253,173,257,366,143,432
017.00	253,173,257,366,143,432
018.00	253,173,257,366,143,432,673
019.00	343,162,253,387,196,428,231,173,351,283
020.00	343,162,253,387,196,428,231,173,351,283,707,675
021.00	529,253,173,257,366,143,432
022.00	529,253,173,257,366,143,432,675,673
023.00	402,441,401,231,20,173,202,380,180,289
024.00	402,441,401,231,20,173,202,380,180,289,707,675
025.00	343,324,9,393,527,231,173,282,264,351,270,673
026.00	343,324,9,393,527,231,173,282,264,351,270,673
027.00	343,162,414,231,173,282,264,446,707
028.00	343,162,414,231,173,282,264,446,707
029.00	162,231,173,351,352,270
030.00	162,231,173,351,352,270,707
031.00	162,529,253,9,7,8,414,276,196,401,406,231,173,264,351,352,270,200,446,707,675
032.00	162,529,231,173,351,352,270
033.00	162,529,231,173,351,352,270,707
034.00	162,529,253,9,7,8,414,276,196,401,406,231,173,264,351,352,270,200,446,707,675
035.00	343,324,340,9,7,8,277,356,387,196,428,304,231,173,282,272,215,409,264,351,352,495,270,271,472,283,278,289,446,477
036.00	343,324,340,9,7,8,277,356,387,196,428,304,231,173,282,272,215,409,264,351,352,495,270,271,472,283,278,289,446,477,673
037.00	343,492,428,231,173,257,272,220,180
038.00	343,492,428,231,173,257,272,220,180,673
039.00	343,340,9,7,8,277,356,387,196,304,173,282,272,215,220,409,264,351,352,270,283,278,289,446,477,502
040.00	343,340,9,7,8,277,356,387,196,304,173,282,272,215,220,409,264,351,352,270,478,283,278,289,446,477,502,673
041.00	162,253,428,173,257,366,202,289,432
042.00	162,253,428,173,257,366,202,289,432
043.00	402,173,235,202,380,388,495
044.00	402,173,235,202,409,380,388,495
045.00	402,173,235,202,409,380,388,495
046.00	450,402,173,282,235,202,388,495
047.00	450,402,173,282,235,202,388,495,675
048.00	450,324,428,173,202,285
049.00	450,324,428,173,366,202,285,432
050.00	414,173,446,707
051.00	414,173,446,707
052.00	343,402,441,253,492,387,196,304,231,173,282,351,352,180,289,675
053.00	343,402,441,253,492,387,196,304,231,173,282,351,352,180,289,675
054.00	324,8,196,401,428,231,173,272,264,352,388,472,477
055.00	324,67,8,196,401,428,231,173,272,264,352,388,472,477,710,673
056.00	343,530,402,67,441,253,9,7,8,231,173,272,264,180,270,283,200,707
057.00	343,530,402,67,441,253,9,7,8,231,173,272,264,180,270,283,200,707,675
058.00	343,231,173,257,270,200
059.00	343,442,406,231,173,257,270,200,673
060.00	196,173,352,270,283
061.00	8,196,173,264,352,270,283
062.00	530,8,196,173,264,352,270,283,675
063.00	324,9,7,8,277,492,356,428,231,173,282,272,409,264,351,271,478,472,278,289,285,477,502
064.00	324,9,7,8,277,492,356,428,231,173,282,272,409,264,351,271,478,472,278,289,285,477,502
065.00	324,9,7,8,277,492,356,428,231,173,282,272,409,264,351,271,478,472,278,289,285,477,502,673
066.00	530,67,9,7,8,276,173,282,272,264,270
067.00	530,67,9,7,8,276,173,282,272,264,270,707
068.00	530,67,9,7,8,276,173,282,272,264,270,707,675
069.00	402,20,173,282,235,202,380,388
070.00	402,20,173,282,235,202,380,388
071.00	402,20,173,282,235,202,380,388
072.00	277,196,20,173,282,202,352
073.00	277,196,20,173,282,202,352
074.00	9,7,335,414,334,276,173,264,446
075.00	9,7,335,414,334,276,173,264,446,707
076.00	442,9,7,335,414,334,276,173,264,446,707
077.00	340,67,231,173,257,502
078.00	529,340,67,231,173,257,502,675
079.00	324,277,335,196,401,428,231,173,352,495,271,472,278,285,477
080.00	324,8,277,335,492,334,196,401,428,231,173,409,264,352,495,271,472,278,285,477
081.00	324,277,356,393,334,527,173,351,278
082.00	324,277,356,393,334,527,173,351,278
083.00	343,253,387,231,173,282,257,366,143,270,432,675,673
084.00	253,173,282,283
085.00	253,173,282,143,283,707
086.00	324,529,196,401,231,173,352
087.00	324,529,196,401,231,173,352,710
088.00	441,9,7,8,173,220,202,351
089.00	441,9,7,8,335,173,220,202,264,351
090.00	334,196,173,352,710
091.00	324,334,196,173,352,710
092.00	253,9,7,8,492,196,173,282,220,202,180,271,472,289,285,477,502
093.00	253,9,7,8,492,196,173,282,220,202,180,271,472,289,285,477,502
094.00	253,9,7,8,492,196,173,282,272,220,202,409,264,180,271,472,289,285,477,502,673
095.00	442,335,414,406,231,20,173,446,707
096.00	324,67,9,7,8,277,492,428,173,272,409,264,271,478,278,289,285,477,502
097.00	324,67,9,7,8,277,492,428,173,272,409,264,271,478,278,289,285,477,502
098.00	334,276,196,173,282,352,502,710
099.00	334,276,196,173,282,352,502,710,707
100.00	324,277,492,393,173,351
101.00	324,277,492,393,173,351,477
102.00	402,253,335,356,173,235,202,388,285,477
103.00	402,67,335,356,428,173,235,202,388,285,477,707
104.00	442,67,253,9,7,414,334,196,231,173,282,264,283,446
105.00	442,67,253,9,7,414,334,196,231,173,282,264,283,200,446,707,675,673
106.00	343,340,67,276,173,282,272,264,270,707,673
107.00	343,67,9,7,8,173,272,409,264,270,675,673
108.00	9,7,8,196,401,428,231,20,173,282,264,351,352,707
109.00	253,173,220,351,180
110.00	253,173,220,351,180
111.00	529,253,414,276,196,401,406,231,173,351,180,283,446,707
112.00	529,253,9,7,8,335,414,276,196,401,406,231,173,264,351,180,283,200,446,707
113.00	343,9,7,8,356,387,196,428,304,231,173,215,409,264,351,352,270,283,278,289,446,285,477,502,707,673
114.00	402,20,173,282,235,220,202,351,388,283
115.00	343,67,253,9,7,8,196,401,231,173,409,264,351,352,180,270,283,200
116.00	324,340,196,406,173,352,200
117.00	324,340,196,406,173,352,200,673
118.00	324,529,340,196,401,173,282,352,675
119.00	324,529,340,196,401,173,282,352,675
120.00	324,277,356,196,173,220,352,278
121.00	324,277,356,196,173,220,352,271,472,278,285,477,502
122.00	343,324,9,7,8,277,492,334,196,428,173,272,409,264,351,270,271,478,472,278,289,285,477,502
123.00	450,173,282,366,432,673
124.00	343,324,8,277,196,428,304,173,272,215,409,264,352,270,271,478,472,278,285,477,502
125.00	343,530,324,67,9,7,8,393,527,231,173,264,351,270
126.00	343,530,67,9,7,231,173,257,264,270
127.00	450,334,276,20,173,282,264,446,675
128.00	442,253,196,428,231,173,272,351,352,180,270,283,200,707
129.00	340
130.00	442,340,253,196,401,406,231,173,352,180,200
131.00	324,442,529,335,196,401,428,406,304,231,173,215,351,352,200
132.00	
133.00	343,387,304,231,173,215,270,673
134.00	343,324,387,196,401,304,231,173,215,352,270,673
135.00	343,324,393,387,304,231,173,215,351,270,673
136.00	343,387,276,304,231,173,257,215,270,673
137.00	324,277,492,356,393,387,527,196,428,231,173,220,351,271,472,278,477,502
138.00	414,334,196,20,173,282,352,446
139.00	414,334,196,20,173,282,352,446
140.00	414,334,196,173,282,202,352,446
141.00	67,414,334,276,196,401,173,282,202,352,446,710
142.00	442,414,401,406,231,173,257,366,143,446,432,673
143.00	343,442,402,441,9,7,8,335,387,276,196,428,304,173,264,351,352,495,200,278,289,707
144.00	324,196,173,366,143,352,432,673
145.00	324,173,257,366,143,351,432,673
146.00	173,257,366,143,432,673
147.00	196,401,406,231,20,173,351,352,200
148.00	196,401,406,231,20,173,351,352,200
149.00	442,9,7,8,276,196,401,406,231,20,173,257,366,264,351,352,200,432
150.00	324,67,9,7,8,277,492,356,196,401,428,231,173,272,409,264,351,352,271,478,472,278,289,285,477,673
151.00	450,343,162,530,324,442,402,529,340,67,441,253,9,7,8,277,335,414,492,356,393,334,387,276,527,196,401,428,406,304,231,20,173,282,235,257,272,215,366,143,220,202,409,264,351,352,380,388,180,495,270,271,478,472,283,200,278,289,446,285,477,502,432,710,707,675,673
152.00	402,277,231,173,235,202,388
153.00	402,277,231,173,235,202,388,673
154.00	402,277,231,173,235,202,388,200,707,673
155.00	343,173,257
156.00	343,173,257,264
157.00	343,67,9,7,173,257,264,707,675,673
158.00	67,253,8,335,276,196,401,231,173,264,352,180
159.00	67,253,8,335,276,196,401,231,173,264,352,180
160.00	67,253,8,335,276,196,401,406,231,173,264,352,180,200,710
161.00	343,162,253,9,7,8,387,401,304,231,173,282,264,351,352,270,271
162.00	343,162,253,9,7,8,387,401,304,231,173,282,264,351,352,270,271
163.00	253,277,428,304,173,257,366,143,278,432
164.00	253,277,428,304,173,257,366,143,278,432,673
165.00	450,253,9,8,173,282,366,202,409,264
166.00	450,253,9,8,173,282,366,202,409,264,432
167.00	450,324,340,492,527,173,202
168.00	450,324,340,492,527,173,202,707,675
169.00	162,253,428,173,257,366,143,202,289,432
170.00	324,340,196,173,215,351,352
171.00	324,340,196,401,173,215,351,352
172.00	343,324,253,9,393,527,231,173,351,270
173.00	343,324,253,277,356,387,196,428,304,231,173,272,351,352,495,270,271,472,283,278,477
174.00	343,340,253,277,356,387,196,304,173,272,215,220,351,352,270,283,278
175.00	343,324,253,277,387,428,304,173,215,351,352,495,271,283,477
176.00	343,324,277,387,428,304,173,257,215,366,409,264,351,352,495,271,283,477,432
177.00	324,277,428,173,257,366,143,220,202,271,478,285,477,502
178.00	324,277,492,428,173,257,366,143,220,202,271,478,285,477,502,432,673
179.00	324,393,527,231,173,215,351,495
180.00	324,9,7,393,527,231,173,215,264,351,495
181.00	324,9,7,393,527,406,231,173,215,264,351,495,200,673
182.00	402,253,173,235,202,409,380,388,495,673
183.00	343,340,8,276,196,401,304,231,173,282,264,352,270
184.00	343,340,8,276,196,401,304,231,173,282,264,352,270,710
185.00	343,67,9,7,8,335,414,492,173,272,264,495,270,446,707
186.00	340,8,196,304,173,264,352,270,283
187.00	402,340,173,235,202,388,270
188.00	402,340,173,235,202,388,270
189.00	402,340,173,235,202,388,270
190.00	343,402,340,67,441,253,9,7,8,492,387,231,173,282,272,264,351,352,180,289
191.00	402,253,414,173,235,202,388,495,270,283
192.00	402,253,414,173,235,202,388,495,270,283
193.00	450,324,253,173,366,202,432
194.00	8,414,196,401,231,173,352,495,707
195.00	8,414,196,401,231,173,264,352,495,707
196.00	343,324,277,387,428,304,231,173,215,270,271,478,285,477,502,673
197.00	343,492,387,304,231,173,215,180,270,472,289,675,673
198.00	253,492,196,173,257,366,143,180,289,432
199.00	324,8,277,335,492,334,196,401,428,231,173,409,264,352,495,271,472,278,285,477,502,673
200.00	253,277,492,196,304,173,215,220,351,180,271,478,472,289,285,477,502
201.00	
202.00	
203.00	324,253,277,492,356,428,304,231,173,351,271,278,285,477,502,707
204.00	450,529,356,334,173,220,202,446
205.00	450,324,529,335,356,393,334,173,220,202,446,477,502,673
206.00	529,277,387,401,428,231,20,173,220,351,352,180,283,446,707
207.00	450,414,401,231,173,282,366,446,432,675
208.00	442,335,414,393,401,406,231,20,173,446,707
209.00	343,162,67,9,7,8,387,276,304,173,215,264,351,352
210.00	343,162,67,9,7,8,387,276,304,231,173,215,264,351,352,200,707
211.00	324,340,196,401,173,220,351,352,710,675
212.00	450,442,334,276,173,282,366,432,673
213.00	450,414,20,173,282,380,495,270,446
214.00	450,67,334,173,282,264,270,675
215.00	67,8,492,196,231,173,282,264,180,289,675,673
216.00	343,402,441,9,7,8,387,276,304,173,264
217.00	343,402,67,441,253,9,7,8,387,276,304,173,264,707,675,673
218.00	414,334,173,257,220,495
219.00	414,334,173,257,220,495,446,707
220.00	414,276,196,173,283,446
221.00	414,276,196,173,283,446,707
222.00	277,414,334,196,173,352,283,446,710,707,675
223.00	324,402,340,441,196,173,352
224.00	324,402,340,441,196,20,173,352
225.00	324,402,340,441,8,196,173,143,264,352,278,432
226.00	324,442,402,340,441,196,401,173,366,352,270,432,710
227.00	442,334,196,173,366,143,446,432
228.00	162,253,492,304,231,173,257,272,180,289
229.00	162,253,492,304,231,173,257,272,180,289,675,673
230.00	324,442,340,196,406,173,352,200,673
231.00	402,441,414,387,276,304,231,173,282,283,446
232.00	402,340,441,335,414,334,387,276,304,231,173,282,283,446,707
233.00	324,277,492,356,393,387,527,196,428,231,173,220,351,271,472,278,477,502
234.00	324,340,253,356,387,428,231,173,272,351,180,478,285,675
235.00	
236.00	343,67,253,173,272,270,673
237.00	343,67,173,272,270,283,673
238.00	343,324,253,8,277,196,428,173,272,215,352,270,271,478,472,278,285
239.00	343,530,324,67,253,9,7,8,393,527,173,264,351,270
240.00	343,530,253,9,7,231,173,257,264,270
241.00	442,9,7,8,335,196,428,231,173,215,264,351,352,495,270,446,707
242.00	343,9,7,8,335,356,387,196,428,304,231,173,215,409,264,351,352,270,283,278,289,446,285,477,502,707,673
243.00	324,442,393,231,173,351,675,673
244.00	442,231,173,257,707,673
245.00	324,442,196,231,173,366,352,673
246.00	442,253,414,334,276,231,173,180,200,446
247.00	442,253,414,334,276,231,173,180,200,446
248.00	442,67,253,9,7,8,335,414,492,334,276,401,406,231,173,264,351,352,180,200,446,707
249.00	324,442,414,196,401,428,406,304,231,173,366,143,202,351,352,271,472,285,477,432,673
250.00	324,442,414,428,304,173,257,366,143,202,351,432,673
251.00	324,402,253,277,414,387,428,173,235,215,202,351,352,388,270,271,478,472,446,285,477,502,673
252.00	402,67,9,231,173,235,202,409,264,388,283
253.00	402,67,9,231,173,235,202,409,264,388,283
254.00	530,402,67,9,406,231,173,235,202,409,264,388,283,200,675,673
255.00	340,67,387,173,257,270,432
256.00	530,340,67,9,7,387,173,257,264,270,432
257.00	530,340,67,9,7,387,276,173,282,257,272,264,270,432,673
258.00	67,253,414,276,196,401,231,173,352,283
259.00	67,253,8,414,276,196,401,231,173,352,283,446
260.00	67,253,8,414,276,196,401,231,173,264,352,283,200,446,707
261.00	343,162,253,492,304,231,173,180,289
262.00	343,162,253,492,304,231,173,180,289,675,673
263.00	343,162,402,441,387,196,304,231,173,351,352,270,271
264.00	343,162,402,441,387,196,304,231,173,351,352,270,271,707,675
265.00	450,527,173
266.00	450,334,527
267.00	450,324,527,173,366,202,432,673
268.00	450,334,527
269.00	450,324,527,173,366,202,432,673
270.00	402,253,196,428,173,235,202,352
271.00	402,253,9,7,8,196,428,304,173,282,235,202,409,352
272.00	402,253,9,7,8,196,428,304,173,282,235,202,409,264,352
273.00	402,492,173,235,202,388,180,432
274.00	402,67,492,173,235,202,388,180,432
275.00	402,340,67,492,196,173,282,235,366,202,388,180,432,675
276.00	173,257,366,143,283,432
277.00	173,257,366,143,283,432,673
278.00	253,196,173,282,366,143,351,352,432,710
279.00	402,441,253,196,173,282,366,143,351,352,432,710
280.00	324,9,7,8,277,196,428,304,173,220,351,270,271,478,472,278,289,285,477,502
281.00	324,9,7,8,277,196,428,304,173,220,351,270,271,478,472,278,289,285,477,502
282.00	324,9,7,8,277,196,428,304,173,215,220,351,270,271,478,472,278,289,285,477,502,673
283.00	450,324,196,173,202,352,710
284.00	450,324,196,173,366,202,352,432,710
