115.00	4,43,252,0
084.00	64,45,98,0
029.00	45,10,0,0
032.00	43,64,0,0
016.00	33,28,0,0
161.00	10,193,111,0
202.00	68,243,219,194
069.00	22,74,0,0
048.00	33,50,193,48
046.00	10,78,77,0
043.00	71,230,0,0
021.00	64,45,43,0
240.00	123,43,52,241
095.00	106,20,103,88
066.00	67,43,116,0
077.00	45,33,39,0
163.00	33,45,193,95
074.00	111,189,397,0
054.00	346,10,39,55
120.00	33,106,55,229
079.00	174,281,33,45
060.00	346,145,95,0
191.00	71,74,72,0
194.00	55,39,300,0
239.00	98,43,67,9
081.00	319,33,84,48
081.00	319,33,84,0
198.00	64,310,228,114
163.00	33,45,193,95
019.00	33,39,98,116
238.00	1,122,186,419
092.00	95,180,174,194
092.00	95,122,180,212
095.00	106,20,103,88
041.00	141,48,0,0
066.00	67,43,116,0
147.00	35,43,86,0
060.00	346,95,3,187
098.00	11,43,106,152
090.00	33,110,48,0
118.00	64,39,346,48
072.00	40,48,132,0
063.00	100,0,0,0
100.00	33,49,209,205
109.00	33,123,108,120
088.00	1,106,189,50
019.00	116,44,228,158
162.00	193,111,98,154
300.00	213,274,204,185
264.00	28,316,300,154
314.00	204,236,273,227
313.00	236,98,294,324
263.00	39,29,28,316
265.00	33,81,40,450
320.00	352,54,156,362
298.00	39,145,21,55
116.00	43,55,116,61
318.00	423,103,207,372
118.00	346,48,30,401
129.00	150,33,0,0
218.00	52,105,246,133
307.00	364,347,395,136
228.00	46,44,316,251
111.00	23,31,184,350
077.00	39,52,172,23
074.00	120,205,350,89
352.00	364,60,425,163
351.00	240,241,258,311
203.00	97,60,226,372
234.00	95,23,109,347
044.00	71,230,51,77
070.00	22,74,35,79
105.00	155,99,206,37
128.00	228,156,371,428
042.00	17,109,314,212
177.00	100,357,382,109
066.00	43,116,2,418
092.00	212,174,101,180
439.00	113,115,60,164
415.00	230,16,450,0
403.00	46,207,422,242
406.00	346,78,72,388
399.00	33,45,111,205
401.00	45,117,450,0
459.00	452,54,420,275
361.00	196,29,182,423
215.00	185,306,97,196
436.00	95,286,109,326
220.00	300,181,189,203
179.00	33,45,84,86
357.00	23,230,18,345
438.00	102,335,185,317
114.00	22,20,72,78
400.00	55,29,158,281
179.00	45,84,86,178
102.00	95,115,73,331
433.00	310,105,253,387
200.00	194,60,220,371
093.00	101,109,389,325
418.00	228,129,453,226
223.00	199,60,62,61
170.00	86,175,55,109
456.00	240,16,352,445
422.00	426,243,240,34
129.00	150,33,175,340
086.00	227,156,392,62
054.00	8,50,93,281
090.00	48,333,182,43
417.00	175,186,435,162
025.00	104,21,85,364
039.00	205,3,156,34
035.00	358,322,381,118
183.00	55,205,61,392
187.00	79,331,73,72
442.00	95,138,466,389
446.00	103,254,256,34
433.00	310,93,253,387
349.00	150,33,175,0
164.00	95,115,93,36
042.00	17,109,314,212
120.00	55,229,105,113
224.00	60,62,61,324
116.00	108,43,55,116
222.00	106,145,105,287
223.00	55,199,60,62
170.00	48,86,175,55
035.00	1,227,47,236
039.00	47,111,1,0
041.00	141,48,310,0
163.00	33,45,193,95
074.00	33,111,300,0
095.00	300,33,106,88
025.00	19,87,45,39
025.00	57,85,86,98
025.00	175,270,351,86
025.00	344,252,84,45
025.00	84,45,39,86
025.00	84,45,39,0
441.00	64,45,119,47
302.00	193,101,310,154
025.00	84,45,39,86
453.00	310,189,40,269
427.00	150,1,111,193
417.00	45,117,98,0
255.00	10,45,116,52
133.00	39,33,270,28
279.00	346,17,48,55
061.00	145,95,55,3
052.00	10,45,44,252
025.00	84,45,39,86
446.00	118,33,111,120
374.00	36,428,442,334
116.00	145,108,330,0
355.00	43,101,286,0
129.00	150,340,0,0
436.00	33,93,433,0
239.00	98,43,9,0
240.00	123,43,7,0
238.00	1,122,8,0
440.00	1,204,383,215
174.00	47,204,111,273
173.00	1,204,227,118
